Date : 2025-12-18 15:55:01
Directory : /home/lennart-k-hler/projects/dolphin
Total : 566 files,  240691 codes, 33371 comments, 50841 blanks, all 324903 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| /home/lennart-k-hler/projects/dolphin/build/.cmake/api/v1/reply/target-cuda_backend-Debug-b32238905c7e21ebc502.json                 | JSON             |        331 |          0 |          1 |        332 |
| /home/lennart-k-hler/projects/dolphin/build/.cmake/api/v1/reply/target-cuda_test-Debug-3a9ceac6f37a369f5168.json                    | JSON             |        420 |          0 |          1 |        421 |
| /home/lennart-k-hler/projects/dolphin/build/.cmake/api/v1/reply/target-cufft_vs_fftw_comparison-Debug-eeba7e8552b6f9b2bfe2.json     | JSON             |        231 |          0 |          1 |        232 |
| /home/lennart-k-hler/projects/dolphin/build/.cmake/api/v1/reply/target-dolphin-Debug-15ebd15a0bf215123657.json                      | JSON             |        401 |          0 |          1 |        402 |
| /home/lennart-k-hler/projects/dolphin/build/.cmake/api/v1/reply/target-dolphin_tests-Debug-de8abdb2442fab23988f.json                | JSON             |        428 |          0 |          1 |        429 |
| /home/lennart-k-hler/projects/dolphin/build/.cmake/api/v1/reply/target-dolphinlib-Debug-85f66ede79fcc07a8384.json                   | JSON             |        588 |          0 |          1 |        589 |
| /home/lennart-k-hler/projects/dolphin/build/.cmake/api/v1/reply/target-fft_performance_test-Debug-f2b1abb8c4b0cd37b6bf.json         | JSON             |        420 |          0 |          1 |        421 |
| /home/lennart-k-hler/projects/dolphin/build/.cmake/api/v1/reply/target-fftw_multithreading_test-Debug-77d4264e485ff2ba4293.json     | JSON             |        211 |          0 |          1 |        212 |
| /home/lennart-k-hler/projects/dolphin/build/.cmake/api/v1/reply/target-fftw_size_decomposition_test-Debug-bba7c3d424aa5103ed1c.json | JSON             |        211 |          0 |          1 |        212 |
| /home/lennart-k-hler/projects/dolphin/build/.cmake/api/v1/reply/target-imgui_lib-Debug-957e05cfcd0a38d4ceec.json                    | JSON             |        180 |          0 |          1 |        181 |
| /home/lennart-k-hler/projects/dolphin/build/.cmake/api/v1/reply/target-implot3d_lib-Debug-cd532ac2a3299bb546c6.json                 | JSON             |        162 |          0 |          1 |        163 |
| /home/lennart-k-hler/projects/dolphin/build/.cmake/api/v1/reply/target-openmp_backend-Debug-32647926c54185d1c177.json               | JSON             |        184 |          0 |          1 |        185 |
| /home/lennart-k-hler/projects/dolphin/build/.cmake/api/v1/reply/target-openmp_test-Debug-57a16f533a8c79757de4.json                  | JSON             |        420 |          0 |          1 |        421 |
| /home/lennart-k-hler/projects/dolphin/build/.cmake/api/v1/reply/target-tiff_generation_test-Debug-cf8252f4c3170230c008.json         | JSON             |        420 |          0 |          1 |        421 |
| /home/lennart-k-hler/projects/dolphin/build/.cmake/api/v1/reply/toolchains-v1-3e6b74f09b0469a92cc0.json                             | JSON             |        160 |          0 |          1 |        161 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeCache.txt                                                                          | CMake Cache      |        927 |          0 |        209 |      1,136 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/3.28.3/CMakeCCompiler.cmake                                                  | CMake            |         57 |          0 |         18 |         75 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/3.28.3/CMakeCUDACompiler.cmake                                               | CMake            |         60 |          0 |         17 |         77 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/3.28.3/CMakeCXXCompiler.cmake                                                | CMake            |         66 |          0 |         20 |         86 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/3.28.3/CMakeSystem.cmake                                                     | CMake            |         10 |          0 |          6 |         16 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/3.28.3/CompilerIdC/CMakeCCompilerId.c                                        | C                |        670 |         61 |        150 |        881 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/3.28.3/CompilerIdCUDA/CMakeCUDACompilerId.cu                                 | CUDA C++         |        337 |         28 |        104 |        469 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/3.28.3/CompilerIdCUDA/tmp/CMakeCUDACompilerId.cpp1.ii                        | C++              |     24,059 |          0 |     11,903 |     35,962 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/3.28.3/CompilerIdCUDA/tmp/CMakeCUDACompilerId.cpp4.ii                        | C++              |     22,235 |          0 |     11,079 |     33,314 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/3.28.3/CompilerIdCUDA/tmp/CMakeCUDACompilerId.cudafe1.c                      | C                |         27 |          0 |          9 |         36 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/3.28.3/CompilerIdCUDA/tmp/CMakeCUDACompilerId.cudafe1.cpp                    | C++              |     36,473 |          0 |        266 |     36,739 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/3.28.3/CompilerIdCUDA/tmp/CMakeCUDACompilerId.cudafe1.stub.c                 | C                |         14 |          0 |          2 |         16 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/3.28.3/CompilerIdCUDA/tmp/CMakeCUDACompilerId.fatbin.c                       | C                |         78 |          0 |          1 |         79 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/3.28.3/CompilerIdCUDA/tmp/a_dlink.fatbin.c                                   | C                |         73 |          0 |          1 |         74 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/3.28.3/CompilerIdCUDA/tmp/a_dlink.reg.c                                      | C                |          1 |          0 |          1 |          2 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/3.28.3/CompilerIdCXX/CMakeCXXCompilerId.cpp                                  | C++              |        659 |         63 |        148 |        870 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/CMakeConfigureLog.yaml                                                       | YAML             |      1,570 |         62 |         66 |      1,698 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/CMakeDirectoryInformation.cmake                                              | CMake            |         12 |          0 |          5 |         17 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/Makefile.cmake                                                               | CMake            |         99 |          0 |          6 |        105 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/backendlib.dir/DependInfo.cmake                                              | CMake            |         17 |          0 |          7 |         24 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/backendlib.dir/cmake_clean.cmake                                             | CMake            |         10 |          0 |          2 |         12 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/backendlib.dir/cmake_clean_target.cmake                                      | CMake            |          3 |          0 |          1 |          4 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/backendlib.dir/compiler_depend.ts                                            | TypeScript       |          2 |          0 |          1 |          3 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/dolphin.dir/DependInfo.cmake                                                 | CMake            |         17 |          0 |          7 |         24 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/dolphin.dir/cmake_clean.cmake                                                | CMake            |         10 |          0 |          2 |         12 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/dolphin.dir/compiler_depend.ts                                               | TypeScript       |          2 |          0 |          1 |          3 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/dolphinlib.dir/DependInfo.cmake                                              | CMake            |         71 |          0 |          7 |         78 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/dolphinlib.dir/cmake_clean.cmake                                             | CMake            |        118 |          0 |          2 |        120 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/dolphinlib.dir/cmake_clean_target.cmake                                      | CMake            |          3 |          0 |          1 |          4 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/dolphinlib.dir/compiler_depend.ts                                            | TypeScript       |          2 |          0 |          1 |          3 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/imgui_lib.dir/DependInfo.cmake                                               | CMake            |         23 |          0 |          7 |         30 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/imgui_lib.dir/cmake_clean.cmake                                              | CMake            |         22 |          0 |          2 |         24 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/imgui_lib.dir/cmake_clean_target.cmake                                       | CMake            |          3 |          0 |          1 |          4 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/imgui_lib.dir/compiler_depend.ts                                             | TypeScript       |          2 |          0 |          1 |          3 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/implot3d_lib.dir/DependInfo.cmake                                            | CMake            |         18 |          0 |          7 |         25 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/implot3d_lib.dir/cmake_clean.cmake                                           | CMake            |         12 |          0 |          2 |         14 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/implot3d_lib.dir/cmake_clean_target.cmake                                    | CMake            |          3 |          0 |          1 |          4 |
| /home/lennart-k-hler/projects/dolphin/build/CMakeFiles/implot3d_lib.dir/compiler_depend.ts                                          | TypeScript       |          2 |          0 |          1 |          3 |
| /home/lennart-k-hler/projects/dolphin/build/CTestTestfile.cmake                                                                     | CMake            |         10 |          0 |          1 |         11 |
| /home/lennart-k-hler/projects/dolphin/build/Makefile                                                                                | Makefile         |      1,383 |        313 |        490 |      2,186 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/20251121-1437/Test.xml                                                          | XML              |         34 |          0 |          1 |         35 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/20251124-0840/Test.xml                                                          | XML              |         34 |          0 |          1 |         35 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/20251125-1037/Test.xml                                                          | XML              |         34 |          0 |          1 |         35 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/20251126-0902/Test.xml                                                          | XML              |         34 |          0 |          1 |         35 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/20251127-1040/Test.xml                                                          | XML              |         34 |          0 |          1 |         35 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/20251128-0854/Test.xml                                                          | XML              |         34 |          0 |          1 |         35 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/20251201-0849/Test.xml                                                          | XML              |         34 |          0 |          1 |         35 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/20251205-0847/Test.xml                                                          | XML              |         34 |          0 |          1 |         35 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/20251208-1054/Test.xml                                                          | XML              |         34 |          0 |          1 |         35 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/20251209-0838/Test.xml                                                          | XML              |         34 |          0 |          1 |         35 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/20251210-0851/Test.xml                                                          | XML              |         34 |          0 |          1 |         35 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/20251211-0848/Test.xml                                                          | XML              |         34 |          0 |          1 |         35 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/20251212-0903/Test.xml                                                          | XML              |         34 |          0 |          1 |         35 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/20251215-0920/Test.xml                                                          | XML              |         34 |          0 |          1 |         35 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/20251216-0919/Test.xml                                                          | XML              |         62 |          0 |          1 |         63 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/20251218-0919/Test.xml                                                          | XML              |         34 |          0 |          1 |         35 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/Temporary/LastTest_20251121-1437.log                                            | Log              |          3 |          0 |          1 |          4 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/Temporary/LastTest_20251124-0840.log                                            | Log              |          3 |          0 |          1 |          4 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/Temporary/LastTest_20251125-1037.log                                            | Log              |          3 |          0 |          1 |          4 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/Temporary/LastTest_20251126-0902.log                                            | Log              |          3 |          0 |          1 |          4 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/Temporary/LastTest_20251127-1040.log                                            | Log              |          3 |          0 |          1 |          4 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/Temporary/LastTest_20251128-0854.log                                            | Log              |          3 |          0 |          1 |          4 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/Temporary/LastTest_20251201-0849.log                                            | Log              |          3 |          0 |          1 |          4 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/Temporary/LastTest_20251205-0847.log                                            | Log              |          3 |          0 |          1 |          4 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/Temporary/LastTest_20251208-1054.log                                            | Log              |          3 |          0 |          1 |          4 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/Temporary/LastTest_20251209-0838.log                                            | Log              |          3 |          0 |          1 |          4 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/Temporary/LastTest_20251210-0851.log                                            | Log              |          3 |          0 |          1 |          4 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/Temporary/LastTest_20251211-0848.log                                            | Log              |          3 |          0 |          1 |          4 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/Temporary/LastTest_20251212-0903.log                                            | Log              |          3 |          0 |          1 |          4 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/Temporary/LastTest_20251215-0920.log                                            | Log              |          3 |          0 |          1 |          4 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/Temporary/LastTest_20251216-0919.log                                            | Log              |         43 |          0 |          8 |         51 |
| /home/lennart-k-hler/projects/dolphin/build/Testing/Temporary/LastTest_20251218-0919.log                                            | Log              |          3 |          0 |          1 |          4 |
| /home/lennart-k-hler/projects/dolphin/build/backends/cpu/CMakeFiles/CMakeDirectoryInformation.cmake                                 | CMake            |         12 |          0 |          5 |         17 |
| /home/lennart-k-hler/projects/dolphin/build/backends/cpu/CMakeFiles/cpu_backend.dir/DependInfo.cmake                                | CMake            |         17 |          0 |          7 |         24 |
| /home/lennart-k-hler/projects/dolphin/build/backends/cpu/CMakeFiles/cpu_backend.dir/cmake_clean.cmake                               | CMake            |         10 |          0 |          2 |         12 |
| /home/lennart-k-hler/projects/dolphin/build/backends/cpu/CMakeFiles/cpu_backend.dir/compiler_depend.ts                              | TypeScript       |          2 |          0 |          1 |          3 |
| /home/lennart-k-hler/projects/dolphin/build/backends/cpu/Makefile                                                                   | Makefile         |         96 |         49 |         49 |        194 |
| /home/lennart-k-hler/projects/dolphin/build/backends/cpu/cmake_install.cmake                                                        | CMake            |         37 |          0 |          8 |         45 |
| /home/lennart-k-hler/projects/dolphin/build/backends/cuda/CMakeFiles/CMakeDirectoryInformation.cmake                                | CMake            |         12 |          0 |          5 |         17 |
| /home/lennart-k-hler/projects/dolphin/build/backends/cuda/CMakeFiles/cuda_backend.dir/DependInfo.cmake                              | CMake            |         18 |          0 |          7 |         25 |
| /home/lennart-k-hler/projects/dolphin/build/backends/cuda/CMakeFiles/cuda_backend.dir/cmake_clean.cmake                             | CMake            |         12 |          0 |          2 |         14 |
| /home/lennart-k-hler/projects/dolphin/build/backends/cuda/CMakeFiles/cuda_backend.dir/compiler_depend.ts                            | TypeScript       |          2 |          0 |          1 |          3 |
| /home/lennart-k-hler/projects/dolphin/build/backends/cuda/Makefile                                                                  | Makefile         |        114 |         52 |         55 |        221 |
| /home/lennart-k-hler/projects/dolphin/build/backends/cuda/cmake_install.cmake                                                       | CMake            |         41 |          0 |         10 |         51 |
| /home/lennart-k-hler/projects/dolphin/build/backends/openmp/CMakeFiles/CMakeDirectoryInformation.cmake                              | CMake            |         12 |          0 |          5 |         17 |
| /home/lennart-k-hler/projects/dolphin/build/backends/openmp/CMakeFiles/openmp_backend.dir/DependInfo.cmake                          | CMake            |         17 |          0 |          7 |         24 |
| /home/lennart-k-hler/projects/dolphin/build/backends/openmp/CMakeFiles/openmp_backend.dir/cmake_clean.cmake                         | CMake            |         10 |          0 |          2 |         12 |
| /home/lennart-k-hler/projects/dolphin/build/backends/openmp/CMakeFiles/openmp_backend.dir/compiler_depend.ts                        | TypeScript       |          2 |          0 |          1 |          3 |
| /home/lennart-k-hler/projects/dolphin/build/backends/openmp/Makefile                                                                | Makefile         |         96 |         49 |         49 |        194 |
| /home/lennart-k-hler/projects/dolphin/build/backends/openmp/cmake_install.cmake                                                     | CMake            |         37 |          0 |          8 |         45 |
| /home/lennart-k-hler/projects/dolphin/build/cmake_install.cmake                                                                     | CMake            |         53 |          0 |         11 |         64 |
| /home/lennart-k-hler/projects/dolphin/build/compile_commands.json                                                                   | JSON             |        512 |          0 |          0 |        512 |
| /home/lennart-k-hler/projects/dolphin/build/cube/build/CMakeFiles/CMakeDirectoryInformation.cmake                                   | CMake            |         12 |          0 |          5 |         17 |
| /home/lennart-k-hler/projects/dolphin/build/cube/build/CMakeFiles/CUBE.dir/DependInfo.cmake                                         | CMake            |         21 |          0 |          7 |         28 |
| /home/lennart-k-hler/projects/dolphin/build/cube/build/CMakeFiles/CUBE.dir/cmake_clean.cmake                                        | CMake            |         18 |          0 |          2 |         20 |
| /home/lennart-k-hler/projects/dolphin/build/cube/build/CMakeFiles/CUBE.dir/compiler_depend.ts                                       | TypeScript       |          2 |          0 |          1 |          3 |
| /home/lennart-k-hler/projects/dolphin/build/cube/build/Makefile                                                                     | Makefile         |        168 |         61 |         73 |        302 |
| /home/lennart-k-hler/projects/dolphin/build/cube/build/cmake_install.cmake                                                          | CMake            |         37 |          0 |          8 |         45 |
| /home/lennart-k-hler/projects/dolphin/build/imgui.ini                                                                               | Ini              |         15 |          0 |          6 |         21 |
| /home/lennart-k-hler/projects/dolphin/build/tests/CMakeFiles/CMakeDirectoryInformation.cmake                                        | CMake            |         12 |          0 |          5 |         17 |
| /home/lennart-k-hler/projects/dolphin/build/tests/CMakeFiles/cufft_vs_fftw_comparison.dir/DependInfo.cmake                          | CMake            |         17 |          0 |          7 |         24 |
| /home/lennart-k-hler/projects/dolphin/build/tests/CMakeFiles/cufft_vs_fftw_comparison.dir/cmake_clean.cmake                         | CMake            |         10 |          0 |          2 |         12 |
| /home/lennart-k-hler/projects/dolphin/build/tests/CMakeFiles/cufft_vs_fftw_comparison.dir/compiler_depend.ts                        | TypeScript       |          2 |          0 |          1 |          3 |
| /home/lennart-k-hler/projects/dolphin/build/tests/CMakeFiles/dolphin_tests.dir/DependInfo.cmake                                     | CMake            |         18 |          0 |          7 |         25 |
| /home/lennart-k-hler/projects/dolphin/build/tests/CMakeFiles/dolphin_tests.dir/cmake_clean.cmake                                    | CMake            |         12 |          0 |          2 |         14 |
| /home/lennart-k-hler/projects/dolphin/build/tests/CMakeFiles/dolphin_tests.dir/compiler_depend.ts                                   | TypeScript       |          2 |          0 |          1 |          3 |
| /home/lennart-k-hler/projects/dolphin/build/tests/CMakeFiles/fftw_multithreading_test.dir/DependInfo.cmake                          | CMake            |         17 |          0 |          7 |         24 |
| /home/lennart-k-hler/projects/dolphin/build/tests/CMakeFiles/fftw_multithreading_test.dir/cmake_clean.cmake                         | CMake            |         10 |          0 |          2 |         12 |
| /home/lennart-k-hler/projects/dolphin/build/tests/CMakeFiles/fftw_multithreading_test.dir/compiler_depend.ts                        | TypeScript       |          2 |          0 |          1 |          3 |
| /home/lennart-k-hler/projects/dolphin/build/tests/CMakeFiles/fftw_size_decomposition_test.dir/DependInfo.cmake                      | CMake            |         17 |          0 |          7 |         24 |
| /home/lennart-k-hler/projects/dolphin/build/tests/CMakeFiles/fftw_size_decomposition_test.dir/cmake_clean.cmake                     | CMake            |         10 |          0 |          2 |         12 |
| /home/lennart-k-hler/projects/dolphin/build/tests/CMakeFiles/fftw_size_decomposition_test.dir/compiler_depend.ts                    | TypeScript       |          2 |          0 |          1 |          3 |
| /home/lennart-k-hler/projects/dolphin/build/tests/CMakeFiles/tiff_generation_test.dir/DependInfo.cmake                              | CMake            |         17 |          0 |          7 |         24 |
| /home/lennart-k-hler/projects/dolphin/build/tests/CMakeFiles/tiff_generation_test.dir/cmake_clean.cmake                             | CMake            |         10 |          0 |          2 |         12 |
| /home/lennart-k-hler/projects/dolphin/build/tests/CMakeFiles/tiff_generation_test.dir/compiler_depend.ts                            | TypeScript       |          2 |          0 |          1 |          3 |
| /home/lennart-k-hler/projects/dolphin/build/tests/CTestTestfile.cmake                                                               | CMake            |         15 |          0 |          1 |         16 |
| /home/lennart-k-hler/projects/dolphin/build/tests/Makefile                                                                          | Makefile         |        180 |         67 |         76 |        323 |
| /home/lennart-k-hler/projects/dolphin/build/tests/backends/CMakeFiles/CMakeDirectoryInformation.cmake                               | CMake            |         12 |          0 |          5 |         17 |
| /home/lennart-k-hler/projects/dolphin/build/tests/backends/CMakeFiles/cpu_test.dir/DependInfo.cmake                                 | CMake            |         17 |          0 |          7 |         24 |
| /home/lennart-k-hler/projects/dolphin/build/tests/backends/CMakeFiles/cpu_test.dir/cmake_clean.cmake                                | CMake            |         10 |          0 |          2 |         12 |
| /home/lennart-k-hler/projects/dolphin/build/tests/backends/CMakeFiles/cpu_test.dir/compiler_depend.ts                               | TypeScript       |          2 |          0 |          1 |          3 |
| /home/lennart-k-hler/projects/dolphin/build/tests/backends/CMakeFiles/cuda_test.dir/DependInfo.cmake                                | CMake            |         17 |          0 |          7 |         24 |
| /home/lennart-k-hler/projects/dolphin/build/tests/backends/CMakeFiles/cuda_test.dir/cmake_clean.cmake                               | CMake            |         10 |          0 |          2 |         12 |
| /home/lennart-k-hler/projects/dolphin/build/tests/backends/CMakeFiles/cuda_test.dir/compiler_depend.ts                              | TypeScript       |          2 |          0 |          1 |          3 |
| /home/lennart-k-hler/projects/dolphin/build/tests/backends/CMakeFiles/cufft_vs_fftw_comparison.dir/DependInfo.cmake                 | CMake            |         17 |          0 |          7 |         24 |
| /home/lennart-k-hler/projects/dolphin/build/tests/backends/CMakeFiles/cufft_vs_fftw_comparison.dir/cmake_clean.cmake                | CMake            |         10 |          0 |          2 |         12 |
| /home/lennart-k-hler/projects/dolphin/build/tests/backends/CMakeFiles/cufft_vs_fftw_comparison.dir/compiler_depend.ts               | TypeScript       |          2 |          0 |          1 |          3 |
| /home/lennart-k-hler/projects/dolphin/build/tests/backends/CMakeFiles/fft_performance_test.dir/DependInfo.cmake                     | CMake            |         17 |          0 |          7 |         24 |
| /home/lennart-k-hler/projects/dolphin/build/tests/backends/CMakeFiles/fft_performance_test.dir/cmake_clean.cmake                    | CMake            |         10 |          0 |          2 |         12 |
| /home/lennart-k-hler/projects/dolphin/build/tests/backends/CMakeFiles/fft_performance_test.dir/compiler_depend.ts                   | TypeScript       |          2 |          0 |          1 |          3 |
| /home/lennart-k-hler/projects/dolphin/build/tests/backends/CMakeFiles/openmp_test.dir/DependInfo.cmake                              | CMake            |         17 |          0 |          7 |         24 |
| /home/lennart-k-hler/projects/dolphin/build/tests/backends/CMakeFiles/openmp_test.dir/cmake_clean.cmake                             | CMake            |         10 |          0 |          2 |         12 |
| /home/lennart-k-hler/projects/dolphin/build/tests/backends/CMakeFiles/openmp_test.dir/compiler_depend.ts                            | TypeScript       |          2 |          0 |          1 |          3 |
| /home/lennart-k-hler/projects/dolphin/build/tests/backends/CTestTestfile.cmake                                                      | CMake            |         16 |          0 |          1 |         17 |
| /home/lennart-k-hler/projects/dolphin/build/tests/backends/Makefile                                                                 | Makefile         |        204 |         73 |         85 |        362 |
| /home/lennart-k-hler/projects/dolphin/build/tests/backends/cmake_install.cmake                                                      | CMake            |         37 |          0 |          8 |         45 |
| /home/lennart-k-hler/projects/dolphin/build/tests/cmake_install.cmake                                                               | CMake            |         41 |          0 |         10 |         51 |
| /home/lennart-k-hler/projects/dolphin/configs/README.md                                                                             | Markdown         |        117 |          0 |         35 |        152 |
| /home/lennart-k-hler/projects/dolphin/configs/default_config.json                                                                   | JSON             |         28 |          0 |          7 |         35 |
| /home/lennart-k-hler/projects/dolphin/configs/default_psf_config_gaussian.json                                                      | JSON             |         12 |          0 |          1 |         13 |
| /home/lennart-k-hler/projects/dolphin/configs/default_psf_config_gibsonlanni.json                                                   | JSON             |         25 |          0 |          0 |         25 |
| /home/lennart-k-hler/projects/dolphin/docs/API_REFERENCE.md                                                                         | Markdown         |        688 |          0 |        167 |        855 |
| /home/lennart-k-hler/projects/dolphin/docs/CPU_GPU_ARCHITECTURE.md                                                                  | Markdown         |      1,378 |          0 |        315 |      1,693 |
| /home/lennart-k-hler/projects/dolphin/docs/MIGRATION_GUIDE.md                                                                       | Markdown         |      1,716 |          0 |        420 |      2,136 |
| /home/lennart-k-hler/projects/dolphin/docs/PERFORMANCE_BEST_PRACTICES.md                                                            | Markdown         |      2,104 |          0 |        468 |      2,572 |
| /home/lennart-k-hler/projects/dolphin/docs/TROUBLESHOOTING_GUIDE.md                                                                 | Markdown         |      2,524 |          0 |        624 |      3,148 |
| /home/lennart-k-hler/projects/dolphin/docs/USAGE_EXAMPLES.md                                                                        | Markdown         |      2,200 |          0 |        549 |      2,749 |
| /home/lennart-k-hler/projects/dolphin/grid_vis/vis_grid.py                                                                          | Python           |         48 |         10 |         16 |         74 |
| /home/lennart-k-hler/projects/dolphin/imgui.ini                                                                                     | Ini              |         48 |          0 |         17 |         65 |
| /home/lennart-k-hler/projects/dolphin/include/Channel.h                                                                             | C++              |          9 |         12 |          3 |         24 |
| /home/lennart-k-hler/projects/dolphin/include/Config.h                                                                              | C++              |        130 |         21 |         35 |        186 |
| /home/lennart-k-hler/projects/dolphin/include/DeconvolutionService.h                                                                | C++              |         52 |         30 |         27 |        109 |
| /home/lennart-k-hler/projects/dolphin/include/DeconvolutionStrategyFactory.h                                                        | C++              |         27 |         44 |         15 |         86 |
| /home/lennart-k-hler/projects/dolphin/include/Dolphin.h                                                                             | C++              |         24 |         18 |         15 |         57 |
| /home/lennart-k-hler/projects/dolphin/include/HelperClasses.h                                                                       | C++              |        402 |         67 |         92 |        561 |
| /home/lennart-k-hler/projects/dolphin/include/HyperstackImage.h                                                                     | C++              |         23 |         14 |         13 |         50 |
| /home/lennart-k-hler/projects/dolphin/include/IO/TiffReader.h                                                                       | C++              |         43 |         21 |         15 |         79 |
| /home/lennart-k-hler/projects/dolphin/include/IO/TiffWriter.h                                                                       | C++              |         42 |          8 |         11 |         61 |
| /home/lennart-k-hler/projects/dolphin/include/Image3D.h                                                                             | C++              |         77 |         15 |         14 |        106 |
| /home/lennart-k-hler/projects/dolphin/include/ImageMetaData.h                                                                       | C++              |         24 |         13 |          8 |         45 |
| /home/lennart-k-hler/projects/dolphin/include/NumericalIntegrator.h                                                                 | C++              |         17 |         16 |         10 |         43 |
| /home/lennart-k-hler/projects/dolphin/include/PSFCreator.h                                                                          | C++              |         16 |         15 |          9 |         40 |
| /home/lennart-k-hler/projects/dolphin/include/PSFGenerationService.h                                                                | C++              |         49 |         18 |         20 |         87 |
| /home/lennart-k-hler/projects/dolphin/include/ServiceAbstractions.h                                                                 | C++              |        136 |         24 |         47 |        207 |
| /home/lennart-k-hler/projects/dolphin/include/ServiceFactory.h                                                                      | C++              |         22 |         27 |         10 |         59 |
| /home/lennart-k-hler/projects/dolphin/include/SimpsonIntegrator.h                                                                   | C++              |         20 |         14 |          7 |         41 |
| /home/lennart-k-hler/projects/dolphin/include/ThreadPool.h                                                                          | C++              |         40 |         13 |          9 |         62 |
| /home/lennart-k-hler/projects/dolphin/include/UtlGrid.h                                                                             | C++              |         18 |         16 |         18 |         52 |
| /home/lennart-k-hler/projects/dolphin/include/UtlIO.h                                                                               | C++              |         15 |         12 |         11 |         38 |
| /home/lennart-k-hler/projects/dolphin/include/UtlImage.h                                                                            | C++              |         10 |         15 |          6 |         31 |
| /home/lennart-k-hler/projects/dolphin/include/backend/BackendFactory.h                                                              | C++              |         32 |         13 |         16 |         61 |
